Station_number,Observation_time,Showalter_index,Lifted_index,SWEAT_index,Precipitable_water_mm_for_entire_sounding
42647,160619/0000,-1.07,-2.4,222.18,63.73
42647,160619/1200,1.07,-1.54,196.81,60.7
42647,160620/1200,-2.18,-1.99,256.58,67.89
42647,160621/0000,-1.28,-1.58,246.98,74.18
42647,160621/1200,-1.14,-3.82,235.19,65.81
42647,160622/0000,-3.68,-3.94,249.79,73.05
42647,160622/1200,-3.09,-4.22,259.99,75.08
42647,160623/0000,-3.49,-3.97,269.78,72.51
42647,160623/1200,-3.89,-5.2,268.39,75.71
42647,160624/0000,-3.8,-5.23,237.6,70.91
42647,160624/1200,-2.67,-3.04,261.21,71.88
42647,160625/0000,-2.32,-4.59,257.19,71.01
42647,160625/1200,-4.83,-5.47,267.78,75.61
42647,160626/0000,-1.35,-1.32,267.41,71.17
42647,160626/1200,-1.44,-2.08,264.41,69.27
42647,160628/0000,-0.76,-2.48,236.6,72.57
42647,160628/1200,-0.38,-2.14,252.6,69.47
42647,160629/0000,-2.41,-3.72,263.21,79.55
42647,160629/1200,-1.94,-4.28,276.19,75.76
42647,160630/0000,-1.12,-1.86,261.38,72.98
42647,160630/1200,-1.57,-1.64,289.6,69.45
42647,160502/0000,5.82,-0.45,46,24.75
42647,160503/0000,0.89,-0.32,131.8,27.97
42647,160504/0000,1.55,-4.17,73.81,31.58
42647,160505/0000,1.75,-2.43,96.82,31.11
42647,160506/0000,-1.28,-8.29,162.18,36.65
42647,160507/0000,-0.51,-5.21,185.2,43.9
42647,160508/0000,-0.36,-3.77,148.39,40.95
42647,160509/0000,-3.71,-7.48,271.61,43.42
42647,160510/0000,2.97,-2.13,104.82,41.23
42647,160511/0000,-1.13,-5.87,167.19,46.86
42647,160512/0000,3.54,-4.3,92.2,39.74
42647,160513/0000,0.42,-2.38,116.81,35.38
42647,160514/0000,5.61,0.07,96.99,24.29
42647,160515/0000,3.05,0.83,151.41,27
42647,160516/0000,6.83,-1.15,97.62,27.26
42647,160517/0000,-0.37,-5.65,176.19,40.53
42647,160518/0000,0.2,-2,149.19,37.64
42647,160519/0000,2.19,-0.83,115.79,28.94
42647,160520/0000,2.6,-5.95,71.79,34.78
42647,160521/0000,3.89,-5.49,129,35.43
42647,160522/0000,2.24,-3.29,217,39.24
42647,160523/0000,1.8,-3.91,219.78,44.97
42647,160524/0000,3.77,-4.5,178.2,42.52
42647,160525/0000,-5.89,-8.19,350.4,44.96
42647,160526/0000,-2.72,-4.37,257.22,44.41
42647,160527/0000,-0.69,-3.44,244.61,43.46
42647,160528/0000,-0.66,-4.39,258.41,40.85
42647,160529/0000,4.41,-6.63,84.01,33.75
42647,160530/0000,0.92,-5.41,218.22,42.9
42647,160531/0000,2.49,-1.08,240.99,41.31
42647,160401/0000,,,,30.15
42647,160402/0000,1.73,-4.06,76.19,36.04
42647,160403/0000,-2.55,-1.32,230.58,30.66
42647,160404/0000,4.94,-1,54,23.05
42647,160405/0000,1.97,-2.13,114.82,31.48
42647,160406/0000,0.23,2.53,143.59,31.75
42647,160408/0000,3.32,0.46,149.2,28
42647,160409/0000,3.94,2.79,118.4,23.51
42647,160410/0000,3.03,-4.23,106.78,30.94
42647,160411/0000,3.99,2.85,171.21,32.14
42647,160412/0000,1.85,-1.32,146.21,29.97
42647,160413/0000,3.63,0.55,99.81,23.76
42647,160414/0000,6.15,5.99,95.61,20.16
42647,160415/0000,4.66,-0.89,131.21,26.98
42647,160416/0000,5.63,0.81,111.81,25.49
42647,160417/0000,4.74,2.38,182.6,34.79
42647,160418/0000,9.53,4.28,84.99,23.07
42647,160419/0000,2.3,2.39,189.41,36.23
42647,160420/0000,2.9,5.49,222.12,33.47
42647,160421/0000,7.12,3.41,111.21,28.83
42647,160422/0000,13.98,0.61,143.76,24.09
42647,160423/0000,0.05,-1.25,234.98,38.91
42647,160424/0000,8.97,-1.11,72.22,30.56
42647,160425/0000,3.27,0.6,155.6,28.61
42647,160426/0000,0.02,-0.69,147.01,34.72
42647,160427/0000,3.11,1.33,129,22.45
42647,160428/0000,3.52,-2.75,54.18,24.27
42647,160429/0000,1.03,-3.64,110.41,31.67
42647,160430/0000,1.68,-2.86,88.41,24.78
42647,160301/0000,2.95,3.51,80.59,22.6
42647,160302/0000,-2.89,-0.42,276.21,30.82
42647,160304/0000,-1.26,-3.55,199.6,30.75
42647,160305/0000,-3.85,-0.35,474.28,31.76
42647,160306/0000,2.84,2.23,129.01,25.79
42647,160308/0000,5.71,4.54,96.61,24.73
42647,160309/0000,6.08,4.56,98.21,26.53
42647,160310/0000,2.31,2.89,137.2,31
42647,160311/0000,-3.12,-2.21,283.01,28.84
42647,160312/0000,-0.02,0.64,246.49,32.76
42647,160313/0000,-1.25,-2.21,211.6,26.81
42647,160314/0000,2.91,2.27,120.61,24.18
42647,160315/0000,6.95,7.53,94.61,20.87
42647,160316/0000,6.46,7.82,131.2,25
42647,160317/0000,4.43,6.32,133.58,34.56
42647,160318/0000,0.03,1.4,209.4,38.7
42647,160319/0000,-1.16,2.12,256.38,33.15
42647,160320/0000,5.77,1.67,122.62,32.78
42647,160321/0000,9.2,3.26,63,16.45
42647,160322/0000,9.04,8.09,55.01,15.65
42647,160323/0000,8.12,11.28,22.98,11.19
42647,160324/0000,9.57,9.01,23,12.37
42647,160325/0000,3.82,3.66,65.41,25.38
42647,160326/0000,3.34,1.28,90.4,32.27
42647,160327/0000,0.28,0.05,113.38,25.77
42647,160328/0000,6.69,6.09,42.01,16.14
42647,160329/0000,9.16,8.04,38.99,14.09
42647,160330/0000,6.5,7.5,41.01,17.14
42647,160331/0000,4.27,2.96,90.8,25.28
42647,160201/0000,10.01,7.06,136.41,22.71
42647,160202/0000,9.53,12.96,172.81,15.34
42647,160203/0000,12.74,13.07,106.8,14.46
42647,160204/0000,19.32,16.3,31.99,9.36
42647,160205/0000,18.81,15.93,52,9.65
42647,160207/0000,8.85,11.03,117.01,16.62
42647,160208/0000,14.41,15.44,63.99,9.98
42647,160209/0000,11.8,13.1,37.98,13.46
42647,160210/0000,14.62,15.13,79.99,12.41
42647,160211/0000,14.72,8.84,102.82,20.29
42647,160213/0000,10.43,13.27,150.8,18.42
42647,160214/0000,16.17,15.86,77,12
42647,160215/0000,12.88,14.22,69.01,14.25
42647,160216/0000,7.7,7.08,72.38,25.78
42647,160217/0000,1.08,7.13,190.39,32.46
42647,160218/0000,-0.09,1.88,191.41,38.55
42647,160219/0000,3.34,2.28,254.45,38.51
42647,160220/0000,0.07,4.39,324,46.18
42647,160221/0000,9.76,11.37,99.81,14.55
42647,160222/0000,10.41,12.43,98.38,15.86
42647,160223/0000,10.69,10.94,63.4,12.37
42647,160224/0000,13.48,13.92,36.99,11.42
42647,160225/0000,12.44,11.55,44.99,15.74
42647,160228/0000,7.4,8.93,41.01,13.16
42647,160229/0000,5.56,7.24,56,17.81
42647,160101/0000,11.23,9.24,61.99,14.9
42647,160102/0000,7.55,5.87,47.01,19.21
42647,160103/0000,6.76,5.97,58.61,17.46
42647,160104/0000,10.07,5.93,49.01,17.55
42647,160105/0000,6.65,3.61,46,20.88
42647,160106/0000,6.19,1.87,49.01,24.23
42647,160107/0000,1.69,4.1,137.98,25.35
42647,160108/0000,8.6,4.74,54.99,19.99
42647,160111/0000,7.13,8.4,158.95,17.19
42647,160112/0000,4.48,5.99,178.16,19.2
42647,160113/0000,6.19,2.42,109.81,20.35
42647,160114/0000,6.83,6.36,102.8,20.05
42647,160115/0000,6.29,9.45,106.59,16.42
42647,160116/0000,6.36,6.57,95.79,20.29
42647,160117/0000,3.9,5.66,92.79,21.39
42647,160118/0000,1.06,4.7,161.99,26.08
42647,160119/0000,12.03,9.38,56.99,14.17
42647,160120/0000,11.95,5.53,63.99,12.97
42647,160121/0000,13.66,13.18,61.01,12.03
42647,160122/0000,14.65,11.27,53.01,8.8
42647,160123/0000,15.7,14.14,32.98,8.48
42647,160124/0000,14.55,12.29,61.01,8.95
42647,160125/0000,15.76,12.79,65.99,11.8
42647,160127/0000,7.89,7.28,130,24.54
42647,160128/0000,8.1,4.9,90.02,22.1
42647,160129/0000,6.19,4.26,74.21,21.84
42647,160131/0000,9.72,0.4,85,20.81
42647,151201/0000,-0.23,4.25,163.39,30.12
42647,151202/0000,13.88,10.15,52,18
42647,151203/0000,15.02,12.66,38,12.69
42647,151204/0000,17.62,16.09,37,11.92
42647,151205/0000,14.14,8.84,19,16.63
42647,151206/0000,14.13,9.26,27,14.71
42647,151207/0000,7.51,8.9,119.58,16.58
42647,151208/0000,9.82,10.71,102.61,15.24
42647,151209/0000,7.84,8.24,145,19.45
42647,151210/0000,7.28,8.25,172.22,37.37
42647,151211/0000,17.73,14.8,98,13.45
42647,151212/0000,17.66,18.04,57.01,8.14
42647,151213/0000,17.33,15.57,57.01,11.55
42647,151214/0000,18.78,18.45,54.99,11.04
42647,151216/0000,17.69,16.56,56.99,7.7
42647,151217/0000,17.73,16.34,83,10.35
42647,151218/0000,17.2,18.97,60.99,9.44
42647,151219/0000,20.51,19.64,53.98,8.66
42647,151220/0000,18.92,16.11,89.01,9.08
42647,151221/0000,19.53,16.19,72.01,11.2
42647,151222/0000,24.24,27.41,64.98,1.05
42647,151223/0000,18.13,17.44,76.01,13.85
42647,151224/0000,19.06,19.08,78.01,10.31
42647,151225/0000,19.37,19.05,66.01,10.65
42647,151226/0000,18.5,20.76,50.02,15.88
42647,151227/0000,7.23,14.27,69.81,20.89
42647,151228/0000,7.14,12.15,39.98,18.23
42647,151229/0000,5.37,8.6,68.58,21.9
42647,151230/0000,3.75,3.94,77.58,20.28
42647,151231/0000,3.1,4.75,108.21,21.59
42647,151101/0000,5.7,5.75,162.8,23.44
42647,151102/0000,3.87,1.92,170.79,31.59
42647,151103/0000,3.51,2.27,155,31.01
42647,151104/0000,4.57,2.51,148.18,30.91
42647,151105/0000,4.16,3.08,160.99,28.17
42647,151107/0000,6.45,4.44,144.59,28.77
42647,151108/0000,2.93,4.81,144,21.58
42647,151109/0000,2.37,5.65,320.51,27.16
42647,151110/0000,2.16,2.3,140.4,28.74
42647,151111/0000,4.44,5.24,143.78,28.1
42647,151112/0000,5.7,6.57,145.58,25.64
42647,151113/0000,4.91,5.79,147.99,29.51
42647,151114/0000,4.84,7.77,157.81,22.6
42647,151115/0000,7.66,10.52,99.01,11.97
42647,151116/0000,4.49,2.88,124.78,22.66
42647,151117/0000,5.37,5.65,117.59,17.79
42647,151118/0000,7.42,8.77,84.58,17.23
42647,151119/0000,9.36,11.36,122.59,18.4
42647,151120/0000,9.31,11.28,103.61,16.75
42647,151121/0000,8.57,9.64,87.19,19.02
42647,151122/0000,1.43,6.05,153.38,33.65
42647,151123/0000,1.93,5.03,188.2,39.81
42647,151124/0000,1.43,3.04,184,39.75
42647,151125/0000,0.59,5.12,209.01,36.98
42647,151126/0000,1.81,4.36,188.6,34.83
42647,151127/0000,18.55,18.11,49.01,14.58
42647,151128/0000,13.81,13.7,29.99,15.8
42647,151129/0000,11.51,8.83,38.99,15.8
42647,151130/0000,-3.16,2.18,407.21,38.54
42647,151001/0000,6.49,2.9,118.39,29.75
42647,151002/0000,5.06,4.07,136.18,33.21
42647,151003/0000,5.66,-1.34,126.98,36.2
42647,151004/0000,3.92,-1.09,140.39,32.32
42647,151005/0000,3.8,-1.25,129.19,31.73
42647,151006/0000,4.06,-0.16,119.19,34.78
42647,151008/0000,4.81,4.07,131.59,30.52
42647,151009/0000,6,3.18,117.21,30.37
42647,151010/0000,4.74,1.19,149.59,30.83
42647,151011/0000,3.66,-1.71,156.2,34.8
42647,151012/0000,0.86,-3.97,185.78,38.98
42647,151013/0000,-0.8,-2.79,198.58,37.59
42647,151014/0000,1.04,-2.43,163.8,35.06
42647,151015/0000,3.6,-2.02,128.19,35.91
42647,151016/0000,2.88,0.57,148.01,35.58
42647,151017/0000,1.77,0.7,158.2,39.52
42647,151018/0000,3.14,1.74,124.57,33.57
42647,151019/0000,4.77,2.12,117.21,33.13
42647,151020/0000,1.72,0.83,154.41,33.34
42647,151021/0000,-0.28,-2.15,185.61,41.53
42647,151022/0000,-0.98,-1.96,188.99,38.75
42647,151023/0000,4.58,2.88,120.19,25.72
42647,151024/0000,6.84,3.8,89.41,24.32
42647,151025/0000,4.42,5.07,147.39,32.91
42647,151026/0000,1.35,2.17,149.4,34.22
42647,151027/0000,-1.28,0.01,165.99,31.61
42647,151028/0000,1.28,1.72,142.59,23.38
42647,151029/0000,11.96,10.12,56,14.95
42647,151030/0000,12.38,6.68,58.99,21.64
42647,151031/0000,9.96,5.8,67.59,23.46
42647,150901/0000,2.14,1.83,235.78,45.35
42647,150902/0000,3.2,3.69,237.59,40.19
42647,150903/0000,7.19,3.54,187.99,38.03
42647,150904/0000,5.11,2.66,205.99,41.2
42647,150905/0000,-0.37,-0.35,254.39,50.88
42647,150906/0000,3.55,1.31,213,40.07
42647,150907/0000,3.11,0.56,196.6,42.97
42647,150908/0000,1.14,-1.3,206.79,47.28
42647,150909/0000,1.16,-2.06,202.79,49.71
42647,150910/0000,-0.1,-1.85,203.79,50.82
42647,150911/0000,2.97,-2.04,171.38,45.7
42647,150912/0000,0.71,-1.8,210.41,56.54
42647,150913/0000,-1.55,-2.81,225.99,58.19
42647,150914/0000,-2.51,-2.95,233.59,59.36
42647,150915/0000,1.26,-2.29,197.59,56
42647,150916/0000,2.9,-1.57,170.41,50.18
42647,150917/0000,1.91,0.05,217,52.6
42647,150918/0000,0.18,0.09,261.01,50.08
42647,150919/0000,-1.23,-2.58,300.01,74.6
42647,150920/0000,0.34,2.43,273.01,70.03
42647,150921/0000,-1.37,-1.97,344.34,73.88
42647,150922/0000,-0.34,-2.61,273.39,63.65
42647,150923/0000,2.89,1.6,248.42,46.99
42647,150924/0000,5.32,1.35,221.39,42.19
42647,150925/0000,14.43,2.18,35.99,27.57
42647,150926/0000,14.58,0.98,48.02,33.4
42647,150927/0000,12.16,0.76,30.2,34.64
42647,150928/0000,11.17,-0.51,28.18,29.82
42647,150929/0000,6.43,4.22,130.79,35.43
42647,150930/0000,1.77,0.14,196.4,40.36
42647,150801/0000,-2.35,-4.97,246.42,53.89
42647,150802/0000,-1.39,-3.53,232.6,55.75
42647,150803/0000,-2.46,-4.09,244.19,53.86
42647,150804/0000,-0.33,-2.33,233,51.94
42647,150805/0000,1.02,-1.81,249.98,54.3
42647,150806/0000,0.51,0.62,251.6,63.77
42647,150807/0000,-1.84,-2.22,269.79,70.8
42647,150808/0000,-0.26,-0.86,259.99,63.95
42647,150809/0000,-1.37,-1.24,249.61,65.84
42647,150810/0000,-1.95,-3.08,250.39,68.79
42647,150811/0000,-0.33,-1.3,240.18,67.05
42647,150812/0000,-1.7,-2.41,234.18,73.26
42647,150813/0000,-0.41,-1.98,250.18,72.9
42647,150814/0000,-0.96,-3.25,245.19,73.03
42647,150815/0000,-0.61,-2.32,227.77,72.92
42647,150817/0000,0.98,-1.04,232.2,67.66
42647,150818/0000,-1.65,-3.07,262.59,74.54
42647,150820/0000,0.83,-2.42,250.42,54.54
42647,150821/0000,-2.2,-4.65,262.4,49.96
42647,150822/0000,-0.36,-3.25,246.19,44
42647,150823/0000,-3.12,-5.48,243.22,45.26
42647,150824/0000,-2.1,-4.5,259.81,50.7
42647,150826/0000,-0.84,-3.44,253.22,51.23
42647,150827/0000,-0.48,-1.44,258.99,47.53
42647,150828/0000,0.22,-0.95,239.78,46.28
42647,150829/0000,-0.57,-1.08,230,53.94
42647,150830/0000,-0.15,0.09,239.37,54.46
42647,150831/0000,1.71,0.53,236.39,57.34
42647,150729/0000,-1.97,-2.15,351.59,73.54
42647,150731/0000,2.39,-0.35,247.39,49.68
42647,140606/0000,-4.82,-4.43,313.59,40.55
42647,140621/0000,1.4,-2.12,143.81,28.81
42647,140501/0000,-1.19,2.17,183.61,28.45
42647,140502/0000,-1.44,-3.33,196.99,27.71
42647,140503/0000,-1.04,-3.95,259.17,31.69
42647,140504/0000,2.14,-1.95,129.98,32.03
42647,140505/0000,-6.45,-9.36,383.8,39.85
42647,140506/0000,-4.82,-5.01,313.59,40.79
42647,140507/0000,-0.32,-3.2,141.21,30.32
42647,140508/0000,-3.22,-4.49,256.18,29.33
42647,140509/0000,3.84,3.19,75.01,24.56
42647,140510/0000,3.76,-4.62,103.98,27.63
42647,140511/0000,4.66,-4.17,116,33.29
42647,140512/0000,5.03,-5.75,122.79,35.54
42647,140513/0000,4.45,-5.3,85.23,33.37
42647,140514/0000,4.33,-5.35,80.6,34.63
42647,140515/0000,-1.62,-4.46,203.2,41.58
42647,140516/0000,1.69,-3.89,143.41,38.1
42647,140517/0000,-4.15,-5.17,264.39,44.8
42647,140518/0000,-4.32,-7.1,283.78,45.99
42647,140519/0000,-2.9,-5.29,257.41,36.89
42647,140520/0000,6.38,0.52,61.01,26.83
42647,140521/0000,1.4,-2.12,143.81,28.8
42647,140522/0000,1.5,-3.74,124.79,30.31
42647,140523/0000,1.06,-0.19,144.58,29.28
42647,140525/0300,10.63,1.37,52.4,24.64
42647,140527/0000,0.99,-10,119.21,32.11
42647,140401/0000,2.93,3.24,107.59,21.47
42647,140402/0000,7.8,1.36,61.01,17.12
42647,140403/0000,4.71,-1.82,51.99,23.36
42647,140404/0000,5.07,3.15,69.81,18.78
42647,140405/0000,4.72,3.04,84.41,19.11
42647,140406/0000,2.26,5.03,138.59,22.64
42647,140407/0000,1.62,1.64,159.01,27.98
42647,140409/0000,6.59,7.96,16.01,12.66
42647,140412/0000,6.1,4.85,76.4,23.31
42647,140413/0000,2.09,3.16,110.77,28.16
42647,140414/0000,1.23,2.66,121.8,30.26
42647,140415/0000,6.7,2.72,58.79,26.19
42647,140416/0000,0.91,-3.52,121.79,31.99
42647,140417/0000,-1.81,1.48,207.99,31.75
42647,140418/0000,-0.21,-5.29,145.62,32.26
42647,140419/0000,-5.69,-6.32,373.58,40.91
42647,140420/0000,-4.35,-8.48,296.41,36.73
42647,140421/0000,1.27,0.12,81.2,25.47
42647,140422/0000,-0.04,1.19,125.98,24.19
42647,140423/0000,1.35,-5.17,126.78,32.18
42647,140424/0000,3.83,2.15,110.8,26.34
42647,140425/0000,1.97,1.03,119.38,28.26
42647,140426/0000,2.02,-2.12,112.98,28.29
42647,140427/0000,-0.14,-3.82,139.99,34.65
42647,140428/0000,-0.44,-5.38,153.22,32.56
42647,140429/0000,-1.11,-5.55,171.99,33.15
42647,140430/0000,-1.52,-2.78,184.79,32.07
42647,140301/0000,9.22,6.25,67.99,13.66
42647,140302/0000,7.86,7.34,57.98,10.09
42647,140303/0000,5.28,6.28,30.01,13.08
42647,140304/0000,2.47,2.9,48,17.36
42647,140305/0000,4.56,5.32,46.42,17.81
42647,140306/0000,0.24,1.58,142.99,20.77
42647,140307/0000,3.72,4.94,76.4,19.22
42647,140308/0000,1.85,1.67,88.99,21.86
42647,140310/0000,-1.85,-2.15,206.79,26.99
42647,140311/0000,,-2.43,,23.38
42647,140312/0000,6.7,10.84,65.41,17.22
42647,140313/0000,3.76,6.87,42.58,20.45
42647,140314/0000,6.68,5.45,50,20.11
42647,140315/0000,3.39,2.9,86.98,20.92
42647,140316/0000,3.57,-0.09,52.58,21.52
42647,140317/0000,4.34,5.36,105.02,22.76
42647,140318/0000,8.72,4.8,192.41,17.17
42647,140319/0000,7.56,6.96,47.01,10.31
42647,140320/0000,8.83,6.24,47.01,11.79
42647,140321/0000,11.95,10.49,222.26,9.15
42647,140322/0000,5.03,1.24,104.79,26.54
42647,140323/0000,6.05,1.94,83.8,26.58
42647,140324/0000,0.03,3.88,152.21,25.59
42647,140325/0000,5.5,0.52,96.99,26.04
42647,140326/0000,1.91,1.07,140.19,24.83
42647,140327/0000,0.99,2.1,149.18,23.2
42647,140328/0000,0.32,0.61,226.56,29.38
42647,140329/0000,9.32,3.29,153.35,20.74
42647,140330/0000,2.43,0.38,135.58,27.32
42647,140331/0000,0.59,-1.05,163.21,29.6
42647,140203/0000,4.3,4.44,127.81,24.73
42647,140205/0000,4.8,4.58,119.8,23.8
42647,140206/0000,4.28,4.25,117.19,21.2
42647,140207/0000,18.18,14.98,82.01,7.74
42647,140208/0000,10.79,13.81,150.6,16.98
42647,140209/0000,17.96,15.62,103.01,11.29
42647,140210/0000,20.02,19,108,12.04
42647,140211/0000,10.85,11,110.18,14.24
42647,140212/0000,11.94,11.24,76.2,12.79
42647,140213/0000,15.3,17.88,247.4,7.47
42647,140214/0000,12.49,9.53,108.8,16.4
42647,140215/0000,7.99,9.55,104.6,18.33
42647,140216/0000,7.67,10.35,131.4,16.41
42647,140219/0000,9.52,11.72,78.19,16.21
42647,140220/0000,10.87,13.91,75.99,14.11
42647,140222/0000,2.7,2.78,118.78,19.82
42647,140224/0000,3.08,8.08,131,21.39
42647,140225/0000,-0.4,3.77,175.58,27.02
42647,140226/0000,-2.78,-0.2,271.41,30.59
42647,140227/0000,5.16,6.96,51.01,12.54
42647,140101/0000,5.59,12.13,272.79,20.76
42647,140102/0000,4.05,6.03,125.01,28
42647,140103/0000,9.52,9.18,127.4,25.83
42647,140104/0000,1.26,1.19,273.35,33.27
42647,140105/0000,13.31,16.19,82.98,8.25
42647,140106/0000,14.19,13.95,52.99,10.21
42647,140107/0000,15.02,12.49,52.99,13.88
42647,140108/0000,4.51,7.51,252.35,19.67
42647,140110/0000,17.7,17.78,51.98,3.52
42647,140111/0000,18.48,19.05,79,11.41
42647,140112/0000,16.48,18.14,42.99,13.17
42647,140113/0000,6.97,15.5,306.86,18.54
42647,140114/0000,5.03,8.88,182.39,29.47
42647,140115/0000,15.3,10.82,64.98,11.93
42647,140116/0000,7.68,9.19,100.38,16.58
42647,140117/0000,11.03,7.79,74.98,16.82
42647,140118/0000,13.35,10.57,91.01,12.02
42647,140119/0000,14.97,15.84,45.01,5.17
42647,140120/0000,1.19,9.18,185.21,21.71
42647,140122/0000,,2.31,,26.43
42647,140123/0000,8.95,2.96,39.01,14.7
42647,140124/0000,2.08,2.81,90.8,15.91
42647,140125/0000,11.32,4.21,43.01,18.3
42647,140126/0000,1.28,4.63,103.18,20.05
42647,140127/0000,2.13,3.13,121.78,25.61
42647,140128/0000,11.93,8.51,36.01,10
42647,140129/0000,5.43,5.51,72.98,16.36
42647,140130/0000,8.7,5.71,27,12.29
42647,140131/0000,5.29,4.62,33.99,13.71
42647,131201/0000,8.59,8.6,43.81,20.11
42647,131202/0000,9.56,4.88,31.99,22.04
42647,131203/0000,7.45,8.03,85.2,14.2
42647,131204/0000,4.4,4.66,120.39,20.24
42647,131205/0000,5.71,6.57,110.59,20.84
42647,131206/0000,12.47,7.7,32.98,14.56
42647,131207/0000,10.99,9.21,35,18.56
42647,131209/0000,12.18,6,29,17.7
42647,131210/0000,11.08,8.84,42,9.06
42647,131211/0000,11.71,8.03,37.98,10.22
42647,131213/0000,12.48,11.28,89.79,16.99
42647,131214/0000,16.18,13.72,36.01,9.16
42647,131215/0000,17.49,15.6,35,9.12
42647,131216/0000,14.64,10.45,18.01,15.11
42647,131217/0000,16.78,12.16,36.99,13.09
42647,131218/0000,10.59,9.33,104.22,20.62
42647,131219/0000,14.75,6.93,83.99,18.68
42647,131220/0000,18.28,21.54,63.01,6.48
42647,131222/0000,18.81,14.27,70.98,12.52
42647,131223/0000,10.12,9.49,44,19.18
42647,131224/0000,7.71,14.86,102.41,14.56
42647,131225/0000,3.31,6.51,167.8,27.53
42647,131226/0000,5.73,6.09,158.79,26.19
42647,131227/0000,6.09,5.57,164.98,22.3
42647,131228/0000,13.31,11.42,70.98,12.24
42647,131229/0000,8.46,10.09,222.3,11.37
42647,131230/0000,2.45,6.15,313.9,24.39
42647,131231/0000,7.98,13.9,240.94,14.05
42647,131101/0000,7.42,2.29,112.41,28.47
42647,131101/1200,3.7,0.76,145,26.37
42647,131102/0000,9.19,1.99,44.2,29.58
42647,131102/1200,1.74,-1.99,139.78,30.83
42647,131103/0000,2.46,-1.46,141.38,30.23
42647,131103/1200,4.3,0.97,147.99,26.9
42647,131104/0000,4.61,4.31,133.59,24.35
42647,131104/1200,2.67,-0.32,154.81,30.26
42647,131105/0000,4.81,4.85,140.39,25.92
42647,131105/1200,2.94,0.49,170.8,28.17
42647,131106/0000,1.38,-0.58,179.6,30.12
42647,131107/0000,4.74,2.48,177.8,28.74
42647,131108/0000,2.83,0.09,152.4,27.12
42647,131109/0000,,1.63,,22.53
42647,131110/0000,5.64,6.22,123.21,22.73
42647,131111/0000,6.5,4.57,89.21,22.22
42647,131112/0000,5.32,5.24,120.59,20.3
42647,131113/0000,5.7,6.09,144.81,25.31
42647,131114/0000,6.65,7.15,87.81,16.25
42647,131115/0000,3.23,6.55,123.18,20.95
42647,131116/0000,13.13,15.16,41.01,5.67
42647,131117/0000,10.71,7.7,54,13.07
42647,131118/0000,5.42,7.76,90.58,18.44
42647,131119/0000,11.73,9.91,18.98,14.83
42647,131120/0000,12.52,9.4,30.01,15.79
42647,131121/0000,7.57,7.55,80.2,22.13
42647,131122/0000,6.66,5.99,59.4,20.48
42647,131123/0000,8.12,8.71,37,16.81
42647,131124/0000,7.5,8.21,90.79,20.12
42647,131125/0000,2.94,6.37,159.8,27.4
42647,131126/0000,12.91,11.36,25.49,15.52
42647,131127/0000,5.5,7.13,102.01,29.89
42647,131128/0000,8.91,7.63,55,28.19
42647,131129/0000,12.28,9.38,49.01,22.4
42647,131130/0000,11.28,7.99,40,18.5
42647,131001/0000,2.14,-0.88,223.4,55.88
42647,131001/1200,0.61,-4.61,224.2,59.17
42647,131002/0000,-1.19,-2.13,251.81,58.08
42647,131002/1200,0.01,-5.44,223.19,57.19
42647,131003/0000,0.41,-3.17,236.19,54.95
42647,131003/1200,-0.15,-2.86,240.82,51.67
42647,131004/0000,-0.15,-1.23,250.41,56.52
42647,131004/1200,1.31,-5.26,234.02,47.9
42647,131005/0000,0.06,-4.6,217.62,46.44
42647,131006/1200,0.67,-4.15,195.78,52.96
42647,131007/0000,-2.72,-3.15,250.79,63.49
42647,131007/1200,-1.35,-5.6,217.38,59.49
42647,131008/1200,-1.91,0.1,231.99,53.77
42647,131009/0000,-0.76,-1.72,208.41,60.01
42647,131009/1200,2.11,-2.42,215.22,55.97
42647,131010/0000,-1.06,-2.81,226.99,59.33
42647,131010/1200,-0.75,-4.55,199.78,50.05
42647,131011/0000,-2.56,-2.02,240.59,46.92
42647,131011/1200,0.18,-4.64,188.6,42.39
42647,131012/0000,-2.75,-4.2,207,48.52
42647,131012/1200,0.86,-6.77,186.39,44.48
42647,131013/0000,-0.59,-5.56,189.61,44
42647,131014/0000,-2.24,-4.72,205.78,44.25
42647,131014/1200,3.82,0.09,197.38,38.22
42647,131015/0000,6.52,2.95,176.98,35.57
42647,131015/1200,4.57,1.05,200.2,37.67
42647,131016/0000,7.61,1.17,151.21,34.47
42647,131016/1200,7.67,1.51,146.01,34.31
42647,131017/0000,7.7,4.18,146.98,29.51
42647,131017/1200,6.97,0.83,142.79,30.96
42647,131018/0000,5.53,2.88,166.79,32.1
42647,131018/1200,6.19,-0.21,141,34.39
42647,131019/0000,5.57,2.14,135.21,35.04
42647,131019/1200,6.02,-1.08,111.4,29.7
42647,131020/0000,6.99,2.24,71.19,28.91
42647,131020/1200,2.02,-3.22,171.99,35.74
42647,131021/0000,4.73,1.76,98.2,25.58
42647,131021/1200,4.43,2.27,123.19,26.98
42647,131022/0000,8.41,5.17,77.8,20.73
42647,131022/1200,9.5,4.81,87.01,17.09
42647,131023/0000,10.9,9.41,88.99,19.22
42647,131023/1200,11.51,5.4,70,19.75
42647,131024/0000,7.49,4.5,136.19,24.37
42647,131024/1200,4.83,0.91,186.4,29.33
42647,131025/0000,3.59,1.95,172.2,30.16
42647,131025/1200,2.35,-1.07,182.39,31.23
